CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;PMIMP15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PAUT15
88513;Vincey;939,0;2153,0;1473,5;41;12252,0;18136,0;24210,0;11958,0;6530,0;10590,0;13652,0;16106,0;20136,0;22620,0;26270,0;31168,0;4,8;6,0;0,3;67,4;61,1;4,0;2,3;29,4;3,2
88514;Viocourt;70,0;164,5;111,4;;;18016,0;;;;;;;;;;;;;;;;;;;
88515;Vioménil;73,0;147,0;105,2;;;15110,0;;;;;;;;;;;;;;;;;;;
88516;Vittel;2687,0;5318,5;3876,9;61;15722,0;22604,0;31590,0;15868,0;9616,0;14192,0;17110,0;19960,0;25590,0;29084,0;34474,0;42796,0;4,5;6,0;0,3;59,2;50,5;2,9;5,8;35,5;5,3
88517;Viviers-le-Gras;81,0;198,0;132,3;;;18248,0;;;;;;;;;;;;;;;;;;;
88519;La Voivre;288,0;710,0;478,5;;;22027,0;;;;;;;;;;;;;;;;;;;
88520;Les Voivres;123,0;288,0;199,5;;;15707,0;;;;;;;;;;;;;;;;;;;
88521;Vomécourt;107,0;261,0;174,8;;;19388,0;;;;;;;;;;;;;;;;;;;
88523;Vouxey;62,0;160,0;105,4;;;21616,0;;;;;;;;;;;;;;;;;;;
88524;Vrécourt;147,0;359,0;239,1;;;17548,0;;;;;;;;;;;;;;;;;;;
88525;Vroville;61,0;142,0;97,5;;;19052,0;;;;;;;;;;;;;;;;;;;
88526;Wisembach;187,0;417,5;289,5;;;19134,0;;;;;;;;;;;;;;;;;;;
88527;Xaffévillers;66,0;158,0;106,6;;;16806,0;;;;;;;;;;;;;;;;;;;
88528;Xamontarupt;60,0;149,0;99,6;;;21778,0;;;;;;;;;;;;;;;;;;;
88529;Xaronval;40,0;106,0;68,6;;;19460,0;;;;;;;;;;;;;;;;;;;
88530;Xertigny;1140,0;2595,5;1781,5;42;12020,0;17964,0;23432,0;11412,0;6112,0;10518,0;13430,0;16020,0;19878,0;22070,0;24932,0;30820,0;5,0;5,9;0,3;60,7;53,4;3,9;3,4;35,7;3,6
88531;Xonrupt-Longemer;680,0;1599,5;1096,0;;;20634,0;;;;;;;;;;;;;;;;;;;
89001;Accolay;211,0;416,0;303,7;;;18654,0;;;;;;;;;;;;;;;;;;;
89003;Aillant-sur-Tholon;673,0;1359,5;976,9;;;19836,0;;;;;;;;;;;;;;;;;;;
89004;Aisy-sur-Armançon;125,0;241,0;176,9;;;18474,0;;;;;;;;;;;;;;;;;;;
89005;Ancy-le-Franc;400,0;823,0;592,9;;;18588,0;;;;;;;;;;;;;;;;;;;
89006;Ancy-le-Libre;88,0;182,0;131,2;;;21210,0;;;;;;;;;;;;;;;;;;;
89007;Andryes;197,0;405,0;291,3;;;18733,0;;;;;;;;;;;;;;;;;;;
89008;Angely;70,0;155,5;107,7;;;19554,0;;;;;;;;;;;;;;;;;;;
89009;Annay-la-Côte;155,0;343,5;241,9;;;22030,0;;;;;;;;;;;;;;;;;;;
89010;Annay-sur-Serein;109,0;241,0;169,4;;;20432,0;;;;;;;;;;;;;;;;;;;
89011;Annéot;48,0;130,5;84,8;;;23722,0;;;;;;;;;;;;;;;;;;;
89013;Appoigny;1353,0;3178,5;2168,5;65;15762,0;21786,0;28578,0;12816,0;10410,0;13926,0;17224,0;19346,0;24142,0;26484,0;30710,0;36664,0;3,5;4,7;0,3;62,3;55,8;2,6;3,9;31,9;5,8
89014;Arces-Dilo;255,0;540,0;383,7;;;21442,0;;;;;;;;;;;;;;;;;;;
89015;Arcy-sur-Cure;242,0;478,5;347,2;;;19198,0;;;;;;;;;;;;;;;;;;;
89017;Argenteuil-sur-Armançon;115,0;222,0;164,3;;;18872,0;;;;;;;;;;;;;;;;;;;
89018;Armeau;340,0;784,0;536,6;;;20128,0;;;;;;;;;;;;;;;;;;;
89019;Arthonnay;70,0;147,0;105,1;;;18094,0;;;;;;;;;;;;;;;;;;;
89020;Asnières-sous-Bois;62,0;122,0;88,4;;;17314,0;;;;;;;;;;;;;;;;;;;
89021;Asquins;143,0;284,5;208,7;;;19132,0;;;;;;;;;;;;;;;;;;;
89022;Athie;60,0;146,5;100,3;;;19160,0;;;;;;;;;;;;;;;;;;;
89023;Augy;446,0;1072,5;723,8;;;20976,0;;;;;;;;;;;;;;;;;;;
89024;Auxerre;16839,0;33894,0;24288,8;51;10480,0;17998,0;26250,0;15770,0;4344,0;8708,0;12076,0;15248,0;20938,0;24218,0;28812,0;36600,0;8,4;11,1;0,4;62,8;54,4;3,0;5,4;32,7;4,5
89025;Avallon;3253,0;6428,0;4656,5;45;9618,0;16618,0;24012,0;14394,0;3520,0;8030,0;11416,0;14236,0;19340,0;22342,0;25714,0;33208,0;9,4;11,5;0,4;57,6;48,4;2,9;6,3;37,1;5,3
89027;Bagneaux;92,0;220,0;150,0;;;20108,0;;;;;;;;;;;;;;;;;;;
89029;Bassou;375,0;876,5;593,9;;;20900,0;;;;;;;;;;;;;;;;;;;
89030;Bazarnes;190,0;445,5;302,3;;;20242,0;;;;;;;;;;;;;;;;;;;
89031;Beaumont;256,0;654,5;429,4;;;19950,0;;;;;;;;;;;;;;;;;;;
89033;Beauvoir;153,0;397,5;257,9;;;20880,0;;;;;;;;;;;;;;;;;;;
89034;Beine;196,0;491,5;326,8;;;24108,0;;;;;;;;;;;;;;;;;;;
89035;Bellechaume;187,0;453,5;306,0;;;20630,0;;;;;;;;;;;;;;;;;;;
89036;La Belliole;101,0;262,5;173,7;;;23300,0;;;;;;;;;;;;;;;;;;;
89037;Béon;209,0;511,0;342,9;;;20902,0;;;;;;;;;;;;;;;;;;;
89038;Bernouil;47,0;111,0;76,0;;;19118,0;;;;;;;;;;;;;;;;;;;
89040;Bessy-sur-Cure;94,0;185,0;134,5;;;20432,0;;;;;;;;;;;;;;;;;;;
89041;Beugnon;129,0;328,0;218,9;;;18504,0;;;;;;;;;;;;;;;;;;;
89042;Bierry-les-Belles-Fontaines;84,0;181,0;128,1;;;18938,0;;;;;;;;;;;;;;;;;;;
89044;Blannay;61,0;120,5;88,1;;;17536,0;;;;;;;;;;;;;;;;;;;
89045;Bleigny-le-Carreau;125,0;315,0;210,0;;;20110,0;;;;;;;;;;;;;;;;;;;
89046;Bléneau;639,0;1228,0;903,2;;;17682,0;;;;;;;;;;;;;;;;;;;
89048;Boeurs-en-Othe;109,0;226,0;164,5;;;20394,0;;;;;;;;;;;;;;;;;;;
89050;Bonnard;383,0;882,5;599,7;;;20200,0;;;;;;;;;;;;;;;;;;;
89051;Les Bordes;225,0;542,5;362,6;;;20844,0;;;;;;;;;;;;;;;;;;;
89053;Branches;185,0;461,0;305,2;;;20582,0;;;;;;;;;;;;;;;;;;;
89054;Brannay;345,0;857,5;561,3;;;19502,0;;;;;;;;;;;;;;;;;;;
89055;Brienon-sur-Armançon;1208,0;2707,5;1867,5;44;10524,0;16888,0;22274,0;11750,0;4750,0;9060,0;12192,0;15050,0;18662,0;20872,0;24092,0;28790,0;6,1;7,7;0,3;63,2;54,2;3,6;5,5;33,5;3,3
89056;Brion;252,0;620,0;416,1;;;22362,0;;;;;;;;;;;;;;;;;;;
89057;Brosses;139,0;312,5;215,5;;;21094,0;;;;;;;;;;;;;;;;;;;
89058;Bussières;55,0;126,5;87,6;;;19310,0;;;;;;;;;;;;;;;;;;;
89059;Bussy-en-Othe;324,0;699,5;493,0;;;21438,0;;;;;;;;;;;;;;;;;;;
89060;Bussy-le-Repos;174,0;464,5;300,8;;;21194,0;;;;;;;;;;;;;;;;;;;
89061;Butteaux;110,0;253,5;171,6;;;20958,0;;;;;;;;;;;;;;;;;;;
89062;Carisey;129,0;302,5;204,5;;;20392,0;;;;;;;;;;;;;;;;;;;
89063;La Celle-Saint-Cyr;351,0;826,0;560,2;;;20012,0;;;;;;;;;;;;;;;;;;;
89066;Cerisiers;426,0;993,0;677,2;;;19890,0;;;;;;;;;;;;;;;;;;;
89067;Cézy;501,0;1114,0;771,5;;;20470,0;;;;;;;;;;;;;;;;;;;
89068;Chablis;1009,0;2240,5;1554,8;59;14136,0;22004,0;33748,0;19612,0;7290,0;12394,0;15946,0;19202,0;25568,0;30432,0;37924,0;53796,0;7,4;10,1;0,4;64,6;41,4;1,7;21,5;22,1;13,3
89069;Chailley;251,0;579,0;397,3;;;20112,0;;;;;;;;;;;;;;;;;;;
89071;Chamoux;50,0;93,0;69,3;;;16152,0;;;;;;;;;;;;;;;;;;;
89072;Champcevrais;98,0;194,0;142,7;;;19394,0;;;;;;;;;;;;;;;;;;;
89073;Champignelles;475,0;981,0;701,2;;;17184,0;;;;;;;;;;;;;;;;;;;
89074;Champigny;897,0;2297,5;1505,5;59;14394,0;20242,0;25694,0;11300,0;9098,0;12873,0;15808,0;18139,0;22300,0;24240,0;27284,0;32676,0;3,6;5,0;0,3;70,2;59,7;2,9;7,6;27,1;2,7
89075;Champlay;316,0;732,5;498,1;;;20656,0;;;;;;;;;;;;;;;;;;;
89076;Champlost;341,0;789,5;538,5;;;21220,0;;;;;;;;;;;;;;;;;;;
89077;Champs-sur-Yonne;696,0;1546,5;1078,0;;;21460,0;;;;;;;;;;;;;;;;;;;
89078;Champvallon;267,0;678,0;447,3;;;21379,0;;;;;;;;;;;;;;;;;;;
89079;Chamvres;287,0;686,5;465,7;;;23098,0;;;;;;;;;;;;;;;;;;;
89080;La Chapelle-sur-Oreuse;226,0;579,0;376,9;;;23930,0;;;;;;;;;;;;;;;;;;;
89083;Charbuy;726,0;1930,0;1261,7;;;24868,0;;;;;;;;;;;;;;;;;;;
89084;Charentenay;131,0;302,0;202,7;;;19215,0;;;;;;;;;;;;;;;;;;;
89085;Charmoy;516,0;1183,5;815,3;;;20264,0;;;;;;;;;;;;;;;;;;;
89086;Charny Orée de Puisaye;2384,0;4907,0;3525,3;52;13018,0;19161,0;26450,0;13432,0;7358,0;11752,0;14214,0;16746,0;21820,0;24222,0;28574,0;34880,0;4,7;6,3;0,3;51,4;42,2;2,9;6,3;43,4;5,2
89087;Chassignelles;148,0;338,0;230,2;;;19074,0;;;;;;;;;;;;;;;;;;;
89088;Chassy;195,0;446,0;305,2;;;22534,0;;;;;;;;;;;;;;;;;;;
89089;Chastellux-sur-Cure;64,0;142,0;100,2;;;17828,0;;;;;;;;;;;;;;;;;;;
89091;Châtel-Censoir;290,0;576,0;416,9;;;17170,0;;;;;;;;;;;;;;;;;;;
89092;Châtel-Gérard;100,0;198,5;147,1;;;22678,0;;;;;;;;;;;;;;;;;;;
89093;Chaumont;253,0;643,5;425,3;;;21272,0;;;;;;;;;;;;;;;;;;;
89094;Chaumot;280,0;711,0;466,1;;;19616,0;;;;;;;;;;;;;;;;;;;
89095;Chemilly-sur-Serein;67,0;162,5;111,3;;;27674,0;;;;;;;;;;;;;;;;;;;
89096;Chemilly-sur-Yonne;390,0;953,0;638,0;;;20966,0;;;;;;;;;;;;;;;;;;;
89098;Cheney;89,0;199,0;140,2;;;23600,0;;;;;;;;;;;;;;;;;;;
89099;Cheny;1032,0;2400,0;1631,5;50;11236,0;18054,0;23982,0;12746,0;5918,0;9624,0;12458,0;15604,0;20360,0;22566,0;25492,0;31631,0;5,3;6,5;0,3;61,9;55,2;4,1;2,7;35,3;2,8
89100;Chéroy;696,0;1648,0;1109,5;;;20053,0;;;;;;;;;;;;;;;;;;;
89101;Chéu;219,0;541,5;355,9;;;18368,0;;;;;;;;;;;;;;;;;;;
89102;Chevannes;920,0;2311,0;1537,9;68;17272,0;23406,0;30190,0;12918,0;12148,0;15972,0;18516,0;20798,0;25748,0;28718,0;32002,0;39106,0;3,2;4,5;0,3;65,4;57,8;2,4;5,2;30,6;4,0
89104;Chichée;144,0;323,0;226,0;;;21164,0;;;;;;;;;;;;;;;;;;;
89105;Chichery;196,0;489,0;326,2;;;22586,0;;;;;;;;;;;;;;;;;;;
89108;Chitry;158,0;352,5;242,3;;;21944,0;;;;;;;;;;;;;;;;;;;
89111;Les Clérimois;114,0;300,5;195,0;;;20336,0;;;;;;;;;;;;;;;;;;;
89112;Collan;78,0;181,0;123,5;;;17990,0;;;;;;;;;;;;;;;;;;;
89113;Collemiers;264,0;673,5;442,3;;;23218,0;;;;;;;;;;;;;;;;;;;
89115;Compigny;68,0;195,0;120,3;;;20854,0;;;;;;;;;;;;;;;;;;;
89116;Cornant;150,0;374,5;249,5;;;22942,0;;;;;;;;;;;;;;;;;;;
89117;Coulangeron;82,0;214,5;137,4;;;18880,0;;;;;;;;;;;;;;;;;;;
89118;Coulanges-la-Vineuse;348,0;757,5;530,3;;;21998,0;;;;;;;;;;;;;;;;;;;
89119;Coulanges-sur-Yonne;234,0;429,0;321,8;;;19062,0;;;;;;;;;;;;;;;;;;;
89120;Coulours;73,0;143,0;106,0;;;18317,0;;;;;;;;;;;;;;;;;;;
89122;Courgenay;248,0;578,0;393,0;;;18430,0;;;;;;;;;;;;;;;;;;;
89123;Courgis;113,0;255,0;175,4;;;25496,0;;;;;;;;;;;;;;;;;;;
89124;Courlon-sur-Yonne;488,0;1176,0;795,6;;;21680,0;;;;;;;;;;;;;;;;;;;
89125;Courson-les-Carrières;394,0;854,5;592,8;;;17784,0;;;;;;;;;;;;;;;;;;;
89127;Courtois-sur-Yonne;269,0;692,0;458,3;;;23634,0;;;;;;;;;;;;;;;;;;;
89128;Coutarnoux;50,0;115,0;77,7;;;19178,0;;;;;;;;;;;;;;;;;;;
89129;Crain;192,0;401,5;284,6;;;19998,0;;;;;;;;;;;;;;;;;;;
89130;Cravant;372,0;840,0;580,0;;;19345,0;;;;;;;;;;;;;;;;;;;
89131;Cruzy-le-Châtel;119,0;240,5;173,7;;;18006,0;;;;;;;;;;;;;;;;;;;
89132;Cry;76,0;154,0;110,0;;;20158,0;;;;;;;;;;;;;;;;;;;
89133;Cudot;153,0;335,0;233,0;;;18930,0;;;;;;;;;;;;;;;;;;;
89134;Cussy-les-Forges;138,0;354,5;234,6;;;17614,0;;;;;;;;;;;;;;;;;;;
89136;Cuy;340,0;907,5;586,3;;;21686,0;;;;;;;;;;;;;;;;;;;
89137;Dannemoine;200,0;485,0;327,1;;;21018,0;;;;;;;;;;;;;;;;;;;
89139;Diges;483,0;1165,0;788,2;;;20000,0;;;;;;;;;;;;;;;;;;;
89141;Dissangis;53,0;122,0;83,1;;;20740,0;;;;;;;;;;;;;;;;;;;
89142;Dixmont;395,0;950,5;640,6;;;20044,0;;;;;;;;;;;;;;;;;;;
89143;Dollot;139,0;307,0;214,5;;;23184,0;;;;;;;;;;;;;;;;;;;
89144;Domats;359,0;890,5;591,7;;;19762,0;;;;;;;;;;;;;;;;;;;
89145;Domecy-sur-Cure;181,0;394,0;276,1;;;20298,0;;;;;;;;;;;;;;;;;;;
89147;Dracy;118,0;227,5;168,1;;;19630,0;;;;;;;;;;;;;;;;;;;
89148;Druyes-les-Belles-Fontaines;135,0;272,0;196,7;;;18603,0;;;;;;;;;;;;;;;;;;;
89149;Dyé;90,0;209,5;142,5;;;18376,0;;;;;;;;;;;;;;;;;;;
89150;Égleny;172,0;418,5;282,1;;;20382,0;;;;;;;;;;;;;;;;;;;
89151;Égriselles-le-Bocage;597,0;1321,0;917,8;;;20234,0;;;;;;;;;;;;;;;;;;;
89152;Épineau-les-Voves;307,0;713,0;485,3;;;19590,0;;;;;;;;;;;;;;;;;;;
89153;Épineuil;269,0;579,0;409,4;;;21264,0;;;;;;;;;;;;;;;;;;;
89154;Escamps;367,0;922,0;607,2;;;20726,0;;;;;;;;;;;;;;;;;;;
89155;Escolives-Sainte-Camille;304,0;730,5;489,2;;;19834,0;;;;;;;;;;;;;;;;;;;
89156;Esnon;155,0;408,0;266,5;;;20732,0;;;;;;;;;;;;;;;;;;;
89158;Étais-la-Sauvin;282,0;588,5;421,2;;;16198,0;;;;;;;;;;;;;;;;;;;
89159;Étaule;164,0;395,5;268,8;;;21144,0;;;;;;;;;;;;;;;;;;;
89160;Étigny;332,0;761,5;527,6;;;22006,0;;;;;;;;;;;;;;;;;;;
89161;Étivey;96,0;213,0;148,5;;;19200,0;;;;;;;;;;;;;;;;;;;
89162;Évry;148,0;405,5;262,2;;;23958,0;;;;;;;;;;;;;;;;;;;
89163;La Ferté-Loupière;239,0;507,5;361,8;;;18234,0;;;;;;;;;;;;;;;;;;;
89165;Flacy;57,0;116,0;84,7;;;20116,0;;;;;;;;;;;;;;;;;;;
89167;Fleury-la-Vallée;464,0;1143,5;766,3;;;21508,0;;;;;;;;;;;;;;;;;;;
89168;Fleys;75,0;188,5;122,7;;;24378,0;;;;;;;;;;;;;;;;;;;
89169;Flogny-la-Chapelle;455,0;1020,5;712,2;;;18622,0;;;;;;;;;;;;;;;;;;;
89170;Foissy-lès-Vézelay;65,0;125,0;92,4;;;14934,0;;;;;;;;;;;;;;;;;;;
89171;Foissy-sur-Vanne;122,0;319,0;207,3;;;17162,0;;;;;;;;;;;;;;;;;;;
89172;Fontaine-la-Gaillarde;212,0;525,5;353,6;;;23810,0;;;;;;;;;;;;;;;;;;;
89173;Fontaines;179,0;408,0;285,3;;;18772,0;;;;;;;;;;;;;;;;;;;
89175;Fontenay-près-Chablis;57,0;131,5;89,5;;;34390,0;;;;;;;;;;;;;;;;;;;
89176;Fontenay-près-Vézelay;66,0;134,5;97,1;;;16510,0;;;;;;;;;;;;;;;;;;;
89179;Fontenoy;143,0;292,0;211,7;;;19164,0;;;;;;;;;;;;;;;;;;;
89180;Fouchères;191,0;477,5;316,4;;;22668,0;;;;;;;;;;;;;;;;;;;
89181;Fournaudin;56,0;108,0;80,0;;;23335,0;;;;;;;;;;;;;;;;;;;
89182;Fouronnes;75,0;168,5;115,4;;;17914,0;;;;;;;;;;;;;;;;;;;
89184;Fulvy;57,0;125,0;87,6;;;19360,0;;;;;;;;;;;;;;;;;;;
89186;Germigny;230,0;544,0;373,8;;;20774,0;;;;;;;;;;;;;;;;;;;
89187;Gigny;45,0;101,0;71,0;;;21818,0;;;;;;;;;;;;;;;;;;;
89188;Girolles;80,0;178,0;125,4;;;17950,0;;;;;;;;;;;;;;;;;;;
89189;Gisy-les-Nobles;243,0;611,0;406,1;;;21774,0;;;;;;;;;;;;;;;;;;;
89190;Givry;83,0;174,0;124,3;;;19022,0;;;;;;;;;;;;;;;;;;;
89194;Grimault;54,0;111,0;79,7;;;17270,0;;;;;;;;;;;;;;;;;;;
89195;Gron;483,0;1210,0;811,0;;;21504,0;;;;;;;;;;;;;;;;;;;
89196;Valravillon;684,0;1732,0;1140,0;;;22014,0;;;;;;;;;;;;;;;;;;;
89197;Guillon;182,0;382,5;270,8;;;19210,0;;;;;;;;;;;;;;;;;;;
89198;Gurgy;705,0;1678,5;1138,8;;;22144,0;;;;;;;;;;;;;;;;;;;
89199;Gy-l'Évêque;186,0;433,5;296,5;;;20960,0;;;;;;;;;;;;;;;;;;;
89200;Hauterive;153,0;398,5;263,4;;;23364,0;;;;;;;;;;;;;;;;;;;
89201;Héry;765,0;1859,5;1248,0;;;23026,0;;;;;;;;;;;;;;;;;;;
89202;Irancy;153,0;286,0;212,2;;;21752,0;;;;;;;;;;;;;;;;;;;
89203;Island;79,0;194,0;131,9;;;21224,0;;;;;;;;;;;;;;;;;;;
89204;L'Isle-sur-Serein;259,0;569,5;397,3;;;19344,0;;;;;;;;;;;;;;;;;;;
89205;Jaulges;176,0;444,0;295,3;;;19648,0;;;;;;;;;;;;;;;;;;;
89206;Joigny;4012,0;8866,0;6125,5;42;7880,0;15228,0;23258,0;15378,0;1422,0;6108,0;9262,0;12338,0;18058,0;21170,0;25364,0;32446,0;22,8;18,5;0,4;57,6;48,9;3,6;5,1;37,9;4,5
89208;Joux-la-Ville;265,0;644,0;431,4;;;19168,0;;;;;;;;;;;;;;;;;;;
89209;Jouy;202,0;564,0;357,2;;;20450,0;;;;;;;;;;;;;;;;;;;
89210;Jully;60,0;149,0;99,7;;;19044,0;;;;;;;;;;;;;;;;;;;
89212;Jussy;180,0;387,0;274,3;;;22044,0;;;;;;;;;;;;;;;;;;;
89214;Lailly;80,0;191,5;129,9;;;23792,0;;;;;;;;;;;;;;;;;;;
89215;Lain;82,0;184,0;127,2;;;17130,0;;;;;;;;;;;;;;;;;;;
89216;Lainsecq;135,0;291,0;203,6;;;17720,0;;;;;;;;;;;;;;;;;;;
89217;Lalande;57,0;135,5;92,1;;;20718,0;;;;;;;;;;;;;;;;;;;
89218;Laroche-Saint-Cydroine;574,0;1268,0;886,2;;;20000,0;;;;;;;;;;;;;;;;;;;
89219;Lasson;59,0;130,0;91,5;;;21112,0;;;;;;;;;;;;;;;;;;;
89220;Lavau;180,0;370,5;263,3;;;16132,0;;;;;;;;;;;;;;;;;;;
89221;Leugny;160,0;351,5;245,3;;;19582,0;;;;;;;;;;;;;;;;;;;
89222;Levis;96,0;220,0;153,4;;;19624,0;;;;;;;;;;;;;;;;;;;
89223;Lézinnes;332,0;692,5;494,1;;;19794,0;;;;;;;;;;;;;;;;;;;
89224;Lichères-près-Aigremont;76,0;173,5;119,3;;;20916,0;;;;;;;;;;;;;;;;;;;
89226;Lignorelles;77,0;187,0;127,2;;;28898,0;;;;;;;;;;;;;;;;;;;
89227;Ligny-le-Châtel;524,0;1213,0;827,0;;;21024,0;;;;;;;;;;;;;;;;;;;
89228;Lindry;537,0;1476,0;945,6;;;21679,0;;;;;;;;;;;;;;;;;;;
89229;Lixy;169,0;433,5;283,0;;;19924,0;;;;;;;;;;;;;;;;;;;
89230;Looze;181,0;487,5;315,7;;;21966,0;;;;;;;;;;;;;;;;;;;
89232;Lucy-le-Bois;141,0;296,5;211,3;;;18964,0;;;;;;;;;;;;;;;;;;;
89233;Lucy-sur-Cure;103,0;202,5;147,1;;;16824,0;;;;;;;;;;;;;;;;;;;
89234;Lucy-sur-Yonne;73,0;150,5;106,3;;;17932,0;;;;;;;;;;;;;;;;;;;
89235;Magny;365,0;884,5;594,9;;;20946,0;;;;;;;;;;;;;;;;;;;
89236;Maillot;474,0;1182,0;792,0;;;22882,0;;;;;;;;;;;;;;;;;;;
89237;Mailly-la-Ville;233,0;477,0;341,3;;;19179,0;;;;;;;;;;;;;;;;;;;
89238;Mailly-le-Château;246,0;484,5;352,8;;;18488,0;;;;;;;;;;;;;;;;;;;
89239;Malay-le-Grand;694,0;1606,0;1107,6;;;22134,0;;;;;;;;;;;;;;;;;;;
89240;Malay-le-Petit;132,0;357,5;234,8;;;21776,0;;;;;;;;;;;;;;;;;;;
89242;Maligny;351,0;853,0;566,7;;;22448,0;;;;;;;;;;;;;;;;;;;
89245;Marsangy;344,0;835,5;560,5;;;22858,0;;;;;;;;;;;;;;;;;;;
89246;Massangis;170,0;323,0;239,7;;;18730,0;;;;;;;;;;;;;;;;;;;
89247;Mélisey;120,0;258,0;182,2;;;19477,0;;;;;;;;;;;;;;;;;;;
89250;Méré;66,0;170,0;110,2;;;17164,0;;;;;;;;;;;;;;;;;;;
89251;Merry-la-Vallée;175,0;396,0;274,9;;;18894,0;;;;;;;;;;;;;;;;;;;
89252;Merry-Sec;75,0;167,5;115,9;;;20754,0;;;;;;;;;;;;;;;;;;;
89253;Merry-sur-Yonne;82,0;186,0;128,0;;;20064,0;;;;;;;;;;;;;;;;;;;
89254;Mézilles;267,0;524,5;384,9;;;18926,0;;;;;;;;;;;;;;;;;;;
89255;Michery;449,0;1043,5;711,3;;;22266,0;;;;;;;;;;;;;;;;;;;
89256;Migé;181,0;410,5;279,7;;;20610,0;;;;;;;;;;;;;;;;;;;
89257;Migennes;2960,0;6997,0;4695,3;41;8000,0;14496,0;21508,0;13508,0;2780,0;6542,0;9336,0;11874,0;17074,0;19926,0;23130,0;28054,0;10,1;10,8;0,4;57,0;50,9;4,0;2,1;40,4;2,6
89260;Molesmes;67,0;163,5;109,0;;;21436,0;;;;;;;;;;;;;;;;;;;
89261;Molinons;117,0;275,5;187,5;;;21870,0;;;;;;;;;;;;;;;;;;;
89262;Molosmes;83,0;178,0;125,9;;;19088,0;;;;;;;;;;;;;;;;;;;
89263;Monéteau;1725,0;3937,0;2718,4;64;16086,0;22004,0;29508,0;13422,0;10096,0;14582,0;17322,0;19744,0;24918,0;27820,0;31694,0;38072,0;3,8;4,7;0,3;58,4;51,4;2,3;4,7;37,0;4,6
89264;Montacher-Villegardin;298,0;744,5;496,2;;;20674,0;;;;;;;;;;;;;;;;;;;
89265;Montigny-la-Resle;246,0;606,0;404,9;;;22532,0;;;;;;;;;;;;;;;;;;;
89266;Montillot;132,0;280,0;198,4;;;18072,0;;;;;;;;;;;;;;;;;;;
89267;Montréal;75,0;152,0;108,8;;;21420,0;;;;;;;;;;;;;;;;;;;
89268;Mont-Saint-Sulpice;344,0;818,0;552,7;;;22202,0;;;;;;;;;;;;;;;;;;;
89270;Mouffy;52,0;113,5;77,8;;;18316,0;;;;;;;;;;;;;;;;;;;
89271;Moulins-en-Tonnerrois;50,0;104,0;73,4;;;18308,0;;;;;;;;;;;;;;;;;;;
89272;Moulins-sur-Ouanne;111,0;295,0;190,6;;;18294,0;;;;;;;;;;;;;;;;;;;
89273;Moutiers-en-Puisaye;135,0;262,0;193,5;;;20546,0;;;;;;;;;;;;;;;;;;;
89274;Nailly;540,0;1357,0;898,8;;;21814,0;;;;;;;;;;;;;;;;;;;
89276;Neuvy-Sautour;414,0;958,5;663,5;;;20356,0;;;;;;;;;;;;;;;;;;;
89277;Nitry;163,0;367,0;252,0;;;19928,0;;;;;;;;;;;;;;;;;;;
89278;Noé;206,0;544,0;350,5;;;21401,0;;;;;;;;;;;;;;;;;;;
89279;Noyers;265,0;528,5;387,1;;;20388,0;;;;;;;;;;;;;;;;;;;
89280;Nuits;185,0;406,5;281,2;;;16724,0;;;;;;;;;;;;;;;;;;;
89281;Les Ormes;129,0;310,0;206,9;;;19529,0;;;;;;;;;;;;;;;;;;;
89282;Ormoy;303,0;702,5;482,0;;;22396,0;;;;;;;;;;;;;;;;;;;
89283;Ouanne;275,0;623,5;431,5;;;18706,0;;;;;;;;;;;;;;;;;;;
89284;Pacy-sur-Armançon;96,0;189,0;138,7;;;19096,0;;;;;;;;;;;;;;;;;;;
89285;Pailly;109,0;292,0;189,5;;;19230,0;;;;;;;;;;;;;;;;;;;
89286;Parly;326,0;791,0;527,5;;;20768,0;;;;;;;;;;;;;;;;;;;
89287;Paron;1970,0;4769,0;3180,8;52;12124,0;18876,0;26350,0;14226,0;6778,0;10350,0;13476,0;16504,0;21366,0;24668,0;28482,0;35282,0;5,2;6,9;0,3;65,8;58,0;3,6;4,2;30,8;3,4
89288;Paroy-en-Othe;87,0;179,0;128,2;;;21512,0;;;;;;;;;;;;;;;;;;;
89289;Paroy-sur-Tholon;129,0;290,0;201,9;;;19542,0;;;;;;;;;;;;;;;;;;;
89291;Passy;147,0;357,0;241,0;;;21210,0;;;;;;;;;;;;;;;;;;;
89292;Percey;106,0;245,5;168,9;;;19078,0;;;;;;;;;;;;;;;;;;;
89295;Perrigny;528,0;1250,0;851,1;;;24436,0;;;;;;;;;;;;;;;;;;;
89296;Perrigny-sur-Armançon;61,0;137,5;94,5;;;17520,0;;;;;;;;;;;;;;;;;;;
89297;Pierre-Perthuis;53,0;114,0;79,7;;;17160,0;;;;;;;;;;;;;;;;;;;
89298;Piffonds;254,0;631,0;420,9;;;20272,0;;;;;;;;;;;;;;;;;;;
89302;Plessis-Saint-Jean;99,0;227,5;157,1;;;22570,0;;;;;;;;;;;;;;;;;;;
89303;Poilly-sur-Serein;124,0;259,5;184,8;;;18386,0;;;;;;;;;;;;;;;;;;;
89304;Poilly-sur-Tholon;277,0;678,0;451,3;;;21348,0;;;;;;;;;;;;;;;;;;;
