CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
02414;Lavaqueresse;15;54;69
02415;Laversine;10;61;71
02416;Lemé;20;126;146
02417;Lempire;5;29;34
02418;Lerzy;0;75;75
02419;Leschelle;20;111;131
02420;Lesdins;44;310;354
02421;Lesges;14;33;47
02422;Lesquielles-Saint-Germain;32;278;310
02423;Leuilly-sous-Coucy;24;115;139
02424;Leury;0;51;51
02425;Leuze;20;40;60
02426;Levergies;51;207;258
02427;Lhuys;25;30;55
02428;Licy-Clignon;8;19;27
02429;Lierval;12;52;65
02430;Liesse-Notre-Dame;205;250;455
02431;Liez;31;115;146
02432;Limé;10;60;70
02433;Lislet;10;50;60
02434;Lizy;15;110;125
02435;Logny-lès-Aubenton;15;5;20
02438;Longpont;30;99;129
02439;Les Septvallons;126;376;502
02440;Lor;0;56;56
02441;Louâtre;16;81;97
02442;Loupeigne;4;53;57
02443;Lucy-le-Bocage;10;80;90
02444;Lugny;15;26;41
02445;Luzoir;25;65;91
02446;Ly-Fontaine;15;45;60
02447;Maast-et-Violaine;10;55;65
02448;Mâchecourt;5;24;29
02449;Macogny;5;15;20
02450;Macquigny;20;110;130
02451;Magny-la-Fosse;20;51;70
02452;Maissemy;15;90;105
02453;Maizy;35;150;185
02454;La Malmaison;30;162;193
02455;Malzy;10;44;54
02456;Manicamp;51;87;139
02457;Marchais;60;130;190
02458;Dhuys et Morin-en-Brie;68;256;324
02459;Marcy;17;58;75
02460;Marcy-sous-Marle;5;65;70
02461;Marest-Dampcourt;25;148;173
02462;Mareuil-en-Dôle;10;83;93
02463;Marfontaine;0;24;24
02464;Margival;33;118;151
02465;Marigny-en-Orxois;35;220;255
02466;Marizy-Sainte-Geneviève;5;45;50
02467;Marizy-Saint-Mard;0;34;34
02468;Marle;340;330;670
02469;Marly-Gomont;25;127;152
02470;Martigny;59;102;161
02471;Martigny-Courpierre;5;40;45
02472;Mauregny-en-Haye;35;140;175
02473;Mayot;4;87;92
02474;Mennessis;16;147;163
02475;Menneville;18;184;202
02476;Mennevret;40;152;192
02477;Mercin-et-Vaux;61;318;378
02478;Merlieux-et-Fouquerolles;20;97;117
02480;Mesbrecourt-Richecourt;25;100;125
02481;Mesnil-Saint-Laurent;19;152;171
02482;Meurival;0;10;10
02483;Mézières-sur-Oise;30;135;165
02484;Mézy-Moulins;25;180;205
02485;Missy-aux-Bois;0;58;58
02486;Missy-lès-Pierrepont;12;33;46
02487;Missy-sur-Aisne;30;255;285
02488;Molain;10;45;55
02489;Molinchart;5;145;150
02490;Monampteuil;10;55;65
02491;Monceau-le-Neuf-et-Faucouzy;40;138;178
02492;Monceau-lès-Leups;20;150;170
02493;Monceau-le-Waast;16;78;93
02494;Monceau-sur-Oise;10;45;55
02495;Mondrepuis;59;311;370
02496;Monnes;0;60;60
02497;Mons-en-Laonnois;36;425;462
02498;Montaigu;65;275;340
02499;Montbavin;5;11;16
02500;Montbrehain;72;232;304
02501;Montchâlons;4;28;32
02502;Montcornet;150;254;404
02503;Mont-d'Origny;51;228;279
02504;Montescourt-Lizerolles;135;607;741
02505;Montfaucon;20;75;95
02506;Montgobert;10;76;86
02507;Montgru-Saint-Hilaire;10;10;21
02508;Monthenault;8;46;54
02509;Monthiers;15;85;100
02510;Monthurel;5;75;79
02511;Montigny-en-Arrouaise;25;111;137
02512;Montigny-l'Allier;20;86;106
02513;Montigny-le-Franc;16;39;55
02514;Montigny-Lengrain;87;246;333
02515;Montigny-lès-Condé;0;25;25
02516;Montigny-sous-Marle;0;15;15
02517;Montigny-sur-Crécy;12;112;125
02518;Montlevon;59;88;147
02519;Montloué;5;45;50
02520;Mont-Notre-Dame;80;261;342
02521;Montreuil-aux-Lions;106;468;573
02522;Mont-Saint-Jean;0;27;27
02523;Mont-Saint-Martin;15;15;29
02524;Mont-Saint-Père;40;287;327
02525;Morcourt;45;166;212
02526;Morgny-en-Thiérache;5;18;23
02527;Morsain;32;172;204
02528;Mortefontaine;17;78;94
02529;Mortiers;20;87;107
02530;Moulins;5;35;39
02531;Moussy-Verneuil;0;60;60
02532;Moÿ-de-l'Aisne;115;300;415
02533;Muret-et-Crouttes;8;59;67
02534;Muscourt;4;13;17
02535;Nampcelles-la-Cour;20;35;55
02536;Nampteuil-sous-Muret;5;33;37
02537;Nanteuil-la-Fosse;21;81;102
02538;Nanteuil-Notre-Dame;10;15;25
02539;Nauroy;41;251;292
02540;Nesles-la-Montagne;51;440;490
02541;Neufchâtel-sur-Aisne;35;150;185
02542;Neuflieux;0;40;40
02543;Neuilly-Saint-Front;256;600;856
02544;Neuve-Maison;54;134;188
02545;La Neuville-Bosmont;11;47;58
02546;La Neuville-en-Beine;17;70;87
02547;La Neuville-Housset;0;24;24
02548;La Neuville-lès-Dorengt;41;112;152
02549;Neuville-Saint-Amand;30;285;315
02550;Neuville-sur-Ailette;5;35;40
02551;Neuville-sur-Margival;5;21;26
02552;Neuvillette;16;60;76
02553;Nizy-le-Comte;31;46;77
02554;Nogentel;50;335;385
02555;Nogent-l'Artaud;123;777;901
02556;Noircourt;5;35;40
02557;Noroy-sur-Ourcq;4;50;54
02558;Le Nouvion-en-Thiérache;547;348;894
02559;Nouvion-et-Catillon;31;178;209
02560;Nouvion-le-Comte;10;100;110
02561;Nouvion-le-Vineux;0;70;70
02562;Nouvron-Vingré;10;119;129
02563;Noyales;5;46;51
02564;Noyant-et-Aconin;25;161;186
02565;uilly;20;70;90
02566;Ognes;50;386;435
02567;Ohis;25;130;155
02568;Oigny-en-Valois;15;46;61
02569;Oisy;61;119;181
02570;Ollezy;15;75;90
02571;Omissy;12;248;259
02572;Orainville;32;221;253
02573;Orgeval;10;10;20
02574;Origny-en-Thiérache;118;386;505
02575;Origny-Sainte-Benoite;209;364;573
02576;Osly-Courtil;16;144;160
02577;Ostel;10;20;30
02578;Oulches-la-Vallée-Foulon;5;49;55
02579;Oulchy-la-Ville;15;42;57
02580;Oulchy-le-Château;70;252;322
02581;Paars;30;129;158
02582;Paissy;0;14;14
02583;Pancy-Courtecon;12;24;37
02584;Papleux;10;50;60
02585;Parcy-et-Tigny;10;128;138
02586;Parfondeval;35;0;35
02587;Parfondru;20;145;165
02588;Pargnan;10;15;25
02589;Pargny-Filain;10;116;125
02590;Pargny-la-Dhuys;16;68;83
02591;Pargny-les-Bois;8;55;63
02592;Parpeville;0;75;75
02593;Pasly;25;360;385
02594;Passy-en-Valois;10;60;70
02595;Passy-sur-Marne;70;10;80
02596;Pavant;35;298;332
02598;Pernant;30;265;295
02599;Pierremande;5;96;102
02600;Pierrepont;28;132;160
02601;Pignicourt;15;80;95
02602;Pinon;140;405;545
02604;Pithon;5;24;29
02605;Pleine-Selve;25;49;74
02606;Le Plessier-Huleu;5;21;26
02607;Ploisy;0;15;15
02608;Plomion;35;135;170
02609;Ployart-et-Vaurseine;0;5;5
02610;Pommiers;28;224;253
02612;Pont-Arcy;20;55;76
02613;Pontavert;25;265;290
02614;Pontru;20;95;115
02615;Pontruet;25;138;163
02616;Pont-Saint-Mard;0;59;59
02617;Pouilly-sur-Serre;99;97;196
02618;Prémont;60;160;220
02619;Prémontré;89;78;167
02620;Presles-et-Boves;23;114;136
02621;Presles-et-Thierny;30;177;208
02622;Priez;0;15;15
02623;Prisces;24;16;40
02624;Proisy;49;82;132
02625;Proix;20;59;78
02626;Prouvais;5;134;139
02627;Proviseux-et-Plesnoy;25;30;55
02628;Puiseux-en-Retz;19;88;107
02629;Puisieux-et-Clanlieu;30;70;100
02631;Quierzy;32;128;160
02632;Quincy-Basse;10;25;35
02633;Quincy-sous-le-Mont;0;25;25
02634;Raillimont;12;19;31
02635;Ramicourt;10;88;98
02636;Regny;8;74;82
02637;Remaucourt;15;142;157
02638;Remies;0;114;114
02639;Remigny;45;115;160
02640;Renansart;12;45;57
02641;Renneval;11;22;34
02642;Résigny;0;50;50
02643;Ressons-le-Long;68;221;289
02644;Retheuil;16;146;162
02645;Reuilly-Sauvigny;11;81;92
02647;Ribeauville;5;22;27
02648;Ribemont;240;420;660
02649;Rocourt-Saint-Martin;22;102;125
02650;Rocquigny;41;97;138
02651;Rogécourt;0;58;58
02652;Rogny;10;51;61
02653;Romeny-sur-Marne;54;177;231
02654;Romery;5;27;32
02655;Ronchères;5;25;30
02656;Roucy;39;155;194
02657;Rougeries;20;64;84
02658;Roupy;15;70;85
02659;Rouvroy;40;206;246
02660;Rouvroy-sur-Serre;0;15;15
02661;Royaucourt-et-Chailvet;14;86;101
02662;Rozet-Saint-Albin;10;115;125
02663;Rozières-sur-Crise;32;52;85
02664;Rozoy-Bellevalle;29;34;64
02665;Grand-Rozoy;31;107;138
02666;Rozoy-sur-Serre;132;127;260
02667;Saconin-et-Breuil;5;97;102
02668;Sains-Richaumont;180;230;410
02670;Saint-Algis;16;32;49
02671;Saint-Aubin;15;115;130
02672;Saint-Bandry;5;94;99
02673;Saint-Christophe-à-Berry;25;130;155
02674;Saint-Clément;8;4;12
02675;Sainte-Croix;8;42;49
02676;Saint-Erme-Outre-et-Ramecourt;190;562;752
02677;Saint-Eugène;15;55;70
02678;Sainte-Geneviève;8;12;21
02679;Saint-Gengoulph;15;55;70
02680;Saint-Gobain;231;522;753
02681;Saint-Gobert;24;68;92
02682;Saint-Mard;0;29;29
02683;Saint-Martin-Rivière;11;22;33
02684;Saint-Michel;459;658;1116
02685;Saint-Nicolas-aux-Bois;4;46;51
02686;Saint-Paul-aux-Bois;25;145;170
02687;Saint-Pierre-Aigle;47;88;135
02688;Saint-Pierre-lès-Franqueville;5;20;25
02689;Saint-Pierremont;4;15;19
02690;Sainte-Preuve;0;10;10
02691;Saint-Quentin;11831;5683;17515
02693;Saint-Rémy-Blanzy;14;67;82
02694;Saint-Simon;49;265;314
02695;Saint-Thibaut;4;30;34
02696;Saint-Thomas;15;20;35
02697;Samoussy;20;163;183
02698;Sancy-les-Cheminots;0;41;41
02699;Saponay;30;90;120
02701;Saulchery;95;285;380
02702;Savy;25;262;287
02703;Seboncourt;76;331;408
02704;Selens;10;99;109
02705;La Selve;15;84;99
02706;Septmonts;25;214;239
02707;Septvaux;14;60;74
02708;Sequehart;25;54;79
02709;Serain;36;117;152
02710;Seraucourt-le-Grand;50;255;305
02711;Serches;20;125;145
02712;Sergy;20;60;79
02713;Seringes-et-Nesles;36;107;143
02714;Sermoise;15;112;127
02715;Serval;0;25;25
02716;Servais;10;117;128
02717;Séry-lès-Mézières;30;215;245
02718;Silly-la-Poterie;5;35;40
02719;Sinceny;68;703;771
02720;Sissonne;500;337;837
02721;Sissy;28;145;173
02722;Soissons;4954;3968;8923
02723;Soize;15;30;45
02724;Sommelans;0;30;30
02725;Sommeron;5;65;70
02726;Sommette-Eaucourt;20;55;75
02727;Sons-et-Ronchères;20;70;90
02728;Sorbais;28;68;96
02729;Soucy;10;36;46
02730;Soupir;20;71;92
02731;Le Sourd;4;51;55
02732;Surfontaine;4;39;43
02733;Suzy;12;122;133
02734;Taillefontaine;5;96;100
02736;Tartiers;10;40;49
02737;Tavaux-et-Pontséricourt;80;184;264
02738;Tergnier;1579;2723;4301
02739;Terny-Sorny;16;114;130
02740;Thenailles;35;80;115
02741;Thenelles;20;145;165
02742;Thiernu;10;19;29
02743;Le Thuel;16;57;73
02744;Torcy-en-Valois;0;34;34
02745;Toulis-et-Attencourt;15;25;40
02746;Travecy;20;303;323
02747;Trefcon;0;37;37
02748;Trélou-sur-Marne;160;315;475
02749;Troësnes;20;112;132
02750;Trosly-Loire;50;170;220
02751;Trucy;5;55;60
02752;Tugny-et-Pont;15;90;105
02753;Tupigny;36;83;119
02754;Ugny-le-Gay;0;59;59
02755;Urcel;44;182;227
02756;Urvillers;29;276;305
02757;Vadencourt;4;179;183
02758;Vailly-sur-Aisne;194;480;674
02759;La Vallée-au-Blé;50;66;116
02760;La Vallée-Mulâtre;16;38;54
02761;Variscourt;5;85;90
02762;Vassens;10;73;83
02763;Vasseny;14;77;91
02764;Vassogne;24;19;42
02765;Vaucelles-et-Beffecourt;5;115;120
02766;Vaudesson;10;77;87
02767;Vauxrezis;15;135;150
02768;Vauxaillon;39;177;216
02769;Vaux-Andigny;101;243;344
02770;Vauxbuin;33;246;279
02772;Vaux-en-Vermandois;19;38;58
02773;Vauxtin;0;20;20
02774;Vendelles;5;49;54
02775;Vendeuil;42;320;362
02776;Vendhuile;62;129;192
02777;Vendières;26;57;82
02778;Vendresse-Beaulne;22;27;49
02779;Vénérolles;24;68;92
02780;Venizel;89;436;526
02781;Verdilly;39;231;271
02782;Le Verguier;10;73;83
02783;Grand-Verly;0;54;54
02784;Petit-Verly;16;26;42
02785;Vermand;84;329;413
02786;Verneuil-sous-Coucy;25;40;65
02787;Verneuil-sur-Serre;12;105;117
02788;Versigny;10;181;190
02789;Vervins;370;376;747
02790;Vesles-et-Caumont;15;85;100
02791;Veslud;10;99;109
02792;Veuilly-la-Poterie;25;45;70
02793;Vézaponin;16;37;53
02794;Vézilly;0;77;77
02795;Vic-sur-Aisne;180;525;705
02796;Vichel-Nanteuil;0;35;35
02797;Viel-Arcy;0;72;72
02798;Viels-Maisons;110;385;495
02799;Vierzy;20;135;155
02800;Viffort;0;150;150
02801;Vigneux-Hocquet;45;60;104
02802;La Ville-aux-Bois-lès-Dizy;14;76;90
02803;La Ville-aux-Bois-lès-Pontavert;12;47;59
02804;Villemontoire;10;77;87
02805;Villeneuve-Saint-Germain;200;728;928
02806;Villeneuve-sur-Fère;33;81;114
02807;Villequier-Aumont;30;210;240
02808;Villeret;10;86;96
02809;Villers-Agron-Aiguizy;11;11;23
02810;Villers-Cotterêts;1934;2494;4428
02812;Villers-Hélon;20;84;104
02813;Villers-le-Sec;16;70;87
02814;Villers-lès-Guise;40;55;95
02815;Villers-Saint-Christophe;15;145;160
02816;Villers-sur-Fère;25;193;217
02817;Ville-Savoye;0;46;46
02818;Villiers-Saint-Denis;203;214;417
02819;Vincy-Reuil-et-Magny;0;57;57
02820;Viry-Noureuil;174;624;798
02821;Vivaise;36;270;306
02822;Vivières;15;193;208
02823;Voharies;10;15;25
02824;Vorges;19;114;133
02826;Voulpaix;38;76;114
02827;Voyenne;5;85;90
02828;Vregny;15;24;39
02829;Vuillery;0;21;21
02830;Wassigny;93;213;306
02831;Watigny;10;133;143
02832;Wiège-Faty;16;67;83
02833;Wimy;29;142;171
02834;Wissignicourt;14;41;55
03001;Abrest;180;1055;1235
03002;Agonges;30;105;135
03003;Ainay-le-Château;200;185;385
03004;Andelaroche;10;60;71
03005;Archignat;40;90;130
03006;Arfeuilles;65;150;215
03007;Arpheuilles-Saint-Priest;5;134;139
03008;Arronnes;30;90;119
03009;Aubigny;5;50;55
03010;Audes;5;151;156
03011;Aurouër;57;118;175
03012;Autry-Issards;56;89;145
03013;Avermes;383;1210;1593
03014;Avrilly;10;20;30
03015;Bagneux;20;134;154
03016;Barberier;10;41;52
03017;Barrais-Bussolles;34;54;89
03018;Bayet;70;206;276
03019;Beaulon;202;512;714
03020;Beaune-d'Allier;36;119;154
03021;Bègues;10;100;110
03022;Bellenaves;130;200;330
03023;Bellerive-sur-Allier;750;1990;2740
03024;Bert;10;67;77
03025;Bessay-sur-Allier;157;426;583
03026;Besson;108;215;322
03027;Bézenet;68;280;349
03028;Billezois;20;139;159
03029;Billy;56;226;282
03030;Biozat;83;321;404
03031;Bizeneuille;30;80;110
03032;Blomard;34;88;122
03033;Bost;0;110;110
03034;Boucé;48;156;204
03035;Le Bouchaud;34;29;64
03036;Bourbon-l'Archambault;494;371;865
03037;Braize;38;81;119
03038;Bransat;24;174;198
03039;Bresnay;36;119;154
03040;Bressolles;70;410;480
03041;Le Brethon;66;51;117
03042;Le Breuil;76;156;232
03043;Broût-Vernet;115;297;412
03044;Brugheas;128;527;655
03045;Busset;140;272;411
03046;Buxières-les-Mines;110;225;335
03047;La Celle;85;95;181
03048;Cérilly;213;183;396
03049;Cesset;36;153;189
03050;La Chabanne;21;56;77
03051;Chambérat;30;97;127
03052;Chamblet;55;390;445
03053;Chantelle;120;222;342
03054;Chapeau;15;76;91
03055;La Chapelaude;115;325;440
03056;La Chapelle;40;140;180
03057;La Chapelle-aux-Chasses;30;65;95
03058;Chappes;32;81;114
03059;Chareil-Cintrat;40;121;161
03060;Charmeil;79;311;389
03061;Charmes;45;141;187
03062;Charroux;40;135;175
03063;Chassenard;86;343;429
03064;Château-sur-Allier;5;51;56
03065;Châtel-de-Neuvre;41;142;183
03066;Châtel-Montagne;39;54;93
03067;Châtelperron;10;40;50
03068;Châtelus;32;27;59
03069;Châtillon;39;99;139
03070;Chavenon;20;24;44
03071;Chavroches;5;68;73
03072;Chazemais;46;117;162
03073;Chemilly;40;215;255
03074;Chevagnes;107;175;282
03075;Chezelle;8;60;68
03076;Chézy;40;80;120
03077;Chirat-l'Église;24;28;52
03078;Chouvigny;12;70;82
03079;Cindré;77;62;139
03080;Cognat-Lyonne;61;319;380
03081;Colombier;28;117;145
03082;Commentry;925;1056;1981
03083;Contigny;36;239;274
03084;Cosne-d'Allier;275;350;625
03085;Coulandon;74;260;335
03086;Coulanges;55;65;120
03087;Couleuvre;90;158;248
03088;Courçais;45;81;126
03089;Coutansouze;5;24;29
03090;Couzon;24;66;90
03091;Créchy;35;190;225
03092;Cressanges;100;195;295
03093;Creuzier-le-Neuf;94;420;514
03094;Creuzier-le-Vieux;254;1190;1445
03095;Cusset;1628;2758;4386
03096;Deneuille-lès-Chantelle;0;20;20
03097;Deneuille-les-Mines;12;107;119
03098;Désertines;330;1279;1609
03099;Deux-Chaises;73;114;186
03100;Diou;180;415;595
03101;Domérat;990;2149;3139
03102;Dompierre-sur-Besbre;594;508;1102
03103;Le Donjon;196;161;357
03104;Doyet;173;320;493
03105;Droiturier;20;117;138
03106;Durdat-Larequille;91;383;473
03107;Ébreuil;204;243;446
03108;Échassières;25;70;95
03109;Escurolles;64;227;292
03110;Espinasse-Vozelle;87;373;460
03111;Estivareilles;90;430;520
03112;Étroussat;65;151;216
03113;Ferrières-sur-Sichon;110;168;278
03114;La Ferté-Hauterive;20;60;80
03115;Fleuriel;50;100;150
03116;Fourilles;12;59;71
03117;Franchesse;84;112;197
03118;Gannat;997;1067;2063
03119;Gannay-sur-Loire;25;128;153
03120;Garnat-sur-Engièvre;34;265;300
03121;Gennetines;50;260;310
03122;Gipcy;25;75;100
03124;Gouise;26;62;87
03125;La Guillermie;23;27;51
03126;Hauterive;61;439;501
03127;Hérisson;121;91;212
03128;Huriel;172;892;1064
03129;Hyds;45;90;135
03130;Isle-et-Bardais;27;69;95
03131;Isserpent;93;153;245
03132;Jaligny-sur-Besbre;88;120;208
03133;Jenzat;35;190;225
03134;Laféline;24;45;69
03135;Lalizolle;36;67;102
03136;Lamaids;5;63;67
03137;Langy;8;119;127
03138;Lapalisse;675;481;1156
03139;Laprugne;50;53;103
03140;Lavault-Sainte-Anne;40;369;409
03141;Lavoine;37;21;59
03142;Lenax;52;45;98
03143;Lételon;25;30;55
03144;Liernolles;39;34;73
03145;Lignerolles;30;302;333
03146;Limoise;20;50;70
03147;Loddes;27;43;71
03148;Loriges;15;185;200
03149;Louchy-Montfand;35;164;199
03150;Louroux-Bourbonnais;27;69;96
03151;Louroux-de-Beaune;16;48;64
03152;Louroux-de-Bouble;36;41;77
03154;Luneau;46;71;117
03155;Lurcy-Lévis;447;255;703
03156;Lusigny;156;604;759
03157;Magnet;70;355;425
03158;Haut-Bocage;142;238;380
03159;Malicorne;75;250;325
03160;Marcenat;41;134;175
03161;Marcillat-en-Combraille;159;239;398
03162;Marigny;43;53;97
03163;Mariol;60;275;335
03164;Le Mayet-d'École;25;102;127
03165;Le Mayet-de-Montagne;314;200;514
03166;Mazerier;15;80;95
03167;Mazirat;24;75;99
03168;Meaulne-Vitray;146;212;358
03169;Meillard;64;93;157
03170;Meillers;48;37;85
03171;Mercy;25;70;95
03172;Mesples;24;32;56
03173;Molinet;180;291;471
03174;Molles;85;313;398
03175;Monestier;32;81;113
03176;Monétay-sur-Allier;72;186;258
03177;Monétay-sur-Loire;15;50;65
03178;Montaiguët-en-Forez;30;60;90
03179;Montaigu-le-Blin;71;86;157
03180;Montbeugny;40;312;352
03181;Montcombroux-les-Mines;26;56;82
03182;Monteignet-sur-l'Andelot;35;85;121
03183;Le Montet;67;56;123
03184;Montilly;36;201;237
03185;Montluçon;8966;3819;12785
03186;Montmarault;255;160;415
03187;Montoldre;46;148;194
03188;Montord;15;65;80
03189;Montvicq;47;194;241
03190;Moulins;4403;2912;7315
03191;Murat;50;80;130
03192;Nades;10;30;41
03193;Nassigny;15;45;59
03194;Naves;31;16;47
03195;Néris-les-Bains;306;628;933
03196;Neuilly-en-Donjon;50;10;60
03197;Neuilly-le-Réal;90;583;673
03198;Neure;25;59;84
03200;Neuvy;100;550;650
03201;Nizerolles;38;119;157
03202;Noyant-d'Allier;65;114;179
03203;Paray-le-Frésil;20;118;138
03204;Paray-sous-Briailles;75;225;300
03205;Périgny;57;144;201
03206;La Petite-Marche;21;27;48
03207;Pierrefitte-sur-Loire;55;164;219
03208;Le Pin;65;95;160
03209;Poëzat;0;41;41
03210;Pouzy-Mésangy;40;124;163
03211;Prémilhat;153;659;812
03212;Quinssaines;90;549;639
03213;Reugny;15;85;100
03214;Rocles;54;89;143
03215;Rongères;50;225;275
03216;Ronnet;36;52;88
03217;Saint-Angel;55;276;331
03218;Saint-Aubin-le-Monial;49;73;122
03219;Saint-Bonnet-de-Four;15;39;54
03220;Saint-Bonnet-de-Rochefort;50;180;230
03221;Saint-Bonnet-Tronçais;93;84;177
03222;Saint-Caprais;10;14;24
03223;Saint-Christophe;85;145;230
03224;Saint-Clément;54;55;109
03225;Saint-Désiré;76;80;156
03226;Saint-Didier-en-Donjon;79;53;132
03227;Saint-Didier-la-Forêt;58;140;198
03228;Saint-Éloy-d'Allier;16;5;21
03229;Saint-Ennemond;10;270;281
03230;Saint-Étienne-de-Vicq;40;191;231
03231;Saint-Fargeol;20;41;61
03232;Saint-Félix;31;151;183
03233;Saint-Genest;25;185;210
03234;Saint-Gérand-de-Vaux;31;113;144
03235;Saint-Gérand-le-Puy;105;261;366
03236;Saint-Germain-des-Fossés;328;1082;1410
03237;Saint-Germain-de-Salles;55;116;171
03238;Saint-Hilaire;115;140;255
03239;Saint-Léger-sur-Vouzance;20;75;95
03240;Saint-Léon;99;120;219
03241;Saint-Léopardin-d'Augy;32;92;124
03242;Saint-Loup;34;203;237
03243;Saint-Marcel-en-Murat;21;42;62
03244;Saint-Marcel-en-Marcillat;32;41;73
03245;Saint-Martin-des-Lais;34;29;63
03246;Saint-Martinien;98;206;304
03247;Saint-Menoux;96;265;362
03248;Saint-Nicolas-des-Biefs;28;40;69
03249;Saint-Palais;40;20;60
03250;Saint-Pierre-Laval;42;99;141
03251;Saint-Plaisir;76;61;136
03252;Saint-Pont;48;245;293
03253;Saint-Pourçain-sur-Besbre;41;141;182
03254;Saint-Pourçain-sur-Sioule;865;687;1552
03255;Saint-Priest-d'Andelot;5;35;41
03256;Saint-Priest-en-Murat;60;60;120
03257;Saint-Prix;79;265;344
03258;Saint-Rémy-en-Rollat;140;615;755
03259;Saint-Sauvier;33;77;110
03260;Saint-Sornin;60;50;110
03261;Sainte-Thérence;5;82;87
03262;Saint-Victor;158;840;997
03263;Saint-Voir;20;70;90
03264;Saint-Yorre;275;657;932
03265;Saligny-sur-Roudon;143;127;270
03266;Sanssat;25;85;110
03267;Saulcet;66;237;303
03268;Saulzet;33;132;165
03269;Sauvagny;28;24;51
03270;Sazeret;36;41;78
03271;Serbannes;51;293;344
03272;Servilly;45;100;145
03273;Seuillet;55;145;200
03274;Sorbier;45;45;91
03275;Souvigny;269;492;761
03276;Sussat;0;52;52
03277;Target;40;70;110
03278;Taxat-Senat;22;82;104
03279;Teillet-Argenty;30;207;237
03280;Terjat;37;81;118
03281;Le Theil;60;84;144
03282;Theneuille;81;56;136
03283;Thiel-sur-Acolin;125;385;510
03284;Thionne;50;70;120
03285;Tortezais;5;70;75
03286;Toulon-sur-Allier;70;385;455
03287;Treban;68;108;176
03288;Treignat;82;110;192
03289;Treteau;59;160;219
03290;Trévol;157;512;669
03291;Trézelles;50;114;164
03292;Tronget;60;224;284
03293;Urçay;15;90;105
03294;Ussel-d'Allier;4;62;66
03295;Valignat;0;21;21
03296;Valigny;43;68;111
03297;Vallon-en-Sully;214;362;575
03298;Varennes-sur-Allier;570;605;1175
03299;Varennes-sur-Tèche;15;90;105
03300;Vaumas;70;164;235
03301;Vaux;56;416;472
03302;Veauce;0;12;12
03303;Venas;26;84;110
03304;Vendat;174;797;971
03305;Verneix;45;180;225
03306;Le Vernet;110;760;870
03307;Verneuil-en-Bourbonnais;20;96;117
03308;Vernusse;15;40;55
03309;Le Veurdre;35;96;132
03310;Vichy;3904;3535;7439
03311;Vicq;35;60;95
03312;Vieure;40;45;85
03313;Le Vilhain;24;86;110
03314;Villebret;20;603;623
03315;Villefranche-d'Allier;291;226;517
03316;Villeneuve-sur-Allier;65;358;422
03317;Viplaix;45;50;95
03319;Voussac;45;143;188
03320;Ygrande;140;170;310
03321;Yzeure;1921;3045;4966
04001;Aiglun;65;500;565
04004;Allemagne-en-Provence;55;184;238
04005;Allons;34;21;55
04006;Allos;245;48;293
04007;Angles;5;5;9
04008;Annot;297;141;438
04009;Archail;5;5;10
04012;Aubenas-les-Alpes;10;36;46
04013;Aubignosc;84;174;257
04016;Authon;21;9;30
04017;Auzet;12;20;33
04018;Banon;250;125;375
04019;Barcelonnette;760;368;1128
04020;Barles;23;35;58
04021;Barras;35;31;67
04022;Barrême;90;85;175
04023;Bayons;43;10;53
04024;Beaujeu;20;45;65
04025;Beauvezer;60;60;120
04026;Bellaffaire;30;50;81
04027;Bevons;30;106;137
04028;Beynes;15;34;49
04030;Blieux;10;5;15
04031;Bras-d'Asse;117;105;223
04032;Braux;12;12;24
04033;Ubaye-Serre-Ponçon;149;136;286
